,timestamp,rain,temperature,oil_price,subtotal,transaction_count
387,2023-02-20 10:00:00,0.0,11.2,83.05,565.86,13
388,2023-02-20 11:00:00,0.0,11.8,83.05,1271.70,29
389,2023-02-20 12:00:00,0.0,11.9,83.05,613.21,25
390,2023-02-20 13:00:00,0.0,12.0,83.05,1207.59,22
391,2023-02-20 14:00:00,0.0,12.2,83.05,345.95,11
392,2023-02-20 15:00:00,0.0,12.5,83.05,531.55,12
393,2023-02-20 16:00:00,0.0,12.5,83.05,974.69,20
394,2023-02-20 17:00:00,0.0,12.0,83.05,345.5,7
395,2023-02-20 18:00:00,0.0,11.1,83.05,0,0
396,2023-02-21 10:00:00,0.0,8.9,83.05,280.36,7
397,2023-02-21 11:00:00,0.0,9.6,83.05,1304.77,22
398,2023-02-21 12:00:00,0.0,10.9,83.05,1429.45,22
399,2023-02-21 13:00:00,0.0,10.9,83.05,2327.04,35
400,2023-02-21 14:00:00,0.0,11.6,83.05,767.16,17
401,2023-02-21 15:00:00,0.0,11.7,83.05,1128.05,24
402,2023-02-21 16:00:00,0.0,10.6,83.05,498.12,15
403,2023-02-21 17:00:00,0.0,10.3,83.05,561.25,11
404,2023-02-21 18:00:00,0.0,10.0,83.05,0,0
405,2023-02-22 10:00:00,0.0,4.6,80.6,259.57,6
406,2023-02-22 11:00:00,0.0,5.1,80.6,731.24,16
407,2023-02-22 12:00:00,0.0,6.1,80.6,1249.30,32
408,2023-02-22 13:00:00,0.0,6.6,80.6,1925.70,39
409,2023-02-22 14:00:00,0.0,6.5,80.6,1189.64,30
410,2023-02-22 15:00:00,0.0,7.0,80.6,1162.14,30
411,2023-02-22 16:00:00,0.0,7.3,80.6,859.79,21
412,2023-02-22 17:00:00,0.0,6.6,80.6,767.15,18
